STATION,NAME,DATE,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TmeanC
USW00013722,"RALEIGH AIRPORT, NC US",4/26/2020,0.26,,0,0,61,74,51,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",4/27/2020,0,,0,0,57,69,44,13.88888889
USW00013722,"RALEIGH AIRPORT, NC US",4/28/2020,0,,0,0,58,77,42,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",4/29/2020,0,,0,0,68,81,59,20
USW00013722,"RALEIGH AIRPORT, NC US",4/30/2020,1.67,,0,0,65,69,55,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/1/2020,0.02,,0,0,58,66,53,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",5/2/2020,0,,0,0,59,75,43,15
USW00013722,"RALEIGH AIRPORT, NC US",5/3/2020,0,,0,0,68,86,53,20
USW00013722,"RALEIGH AIRPORT, NC US",5/4/2020,0,,0,0,73,80,57,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",5/5/2020,0.02,,0,0,62,73,53,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/6/2020,0,,0,0,62,72,49,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/7/2020,0,,0,0,55,67,40,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",5/8/2020,0.05,,0,0,56,70,44,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/9/2020,0,,0,0,52,63,39,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",5/10/2020,0,,0,0,53,70,36,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/11/2020,0,,0,0,60,67,46,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",5/12/2020,0,,0,0,52,65,38,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",5/13/2020,0,,0,0,55,70,42,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",5/14/2020,0,,0,0,66,81,58,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",5/15/2020,0,,0,0,71,83,60,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/16/2020,0,,0,0,74,89,60,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/17/2020,0,,0,0,74,86,60,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/18/2020,0.07,,0,0,69,70,64,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",5/19/2020,0.79,,0,0,61,64,54,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",5/20/2020,1.59,,0,0,56,59,53,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/21/2020,0.67,,0,0,62,70,59,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/22/2020,0.05,,0,0,70,82,62,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",5/23/2020,0,,0,0,72,85,61,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",5/24/2020,0.12,,0,0,73,87,62,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",5/25/2020,0,,0,0,69,76,62,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",5/26/2020,0,,0,0,71,79,66,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/27/2020,0.37,,0,0,71,78,67,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/28/2020,0.73,,0,0,75,85,70,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",5/29/2020,0.78,,0,0,74,81,69,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/30/2020,0,,0,0,75,88,68,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",5/31/2020,0,,0,0,71,77,57,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",6/1/2020,0,,0,0,65,77,54,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",6/2/2020,0,,0,0,69,85,55,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",6/3/2020,0,,0,0,78,91,67,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",6/4/2020,0,,0,0,81,92,71,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",6/5/2020,0,,0,0,78,88,71,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",6/6/2020,0,,0,0,80,90,72,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",6/7/2020,0,,0,0,79,88,69,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/8/2020,0,,0,0,77,88,71,25
USW00013722,"RALEIGH AIRPORT, NC US",6/9/2020,0,,0,0,79,90,73,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/10/2020,0.05,,0,0,82,92,76,27.77777778
USW00013722,"RALEIGH AIRPORT, NC US",6/11/2020,0.11,,0,0,79,88,71,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/12/2020,0,,0,0,76,85,68,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",6/13/2020,0,,0,0,74,83,63,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",6/14/2020,0,,0,0,70,81,59,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/15/2020,0.77,,0,0,63,65,58,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",6/16/2020,0.52,,0,0,60,62,59,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",6/17/2020,0.1,,0,0,65,76,61,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",6/18/2020,0,,0,0,69,80,59,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",6/19/2020,0.8,,0,0,74,86,66,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",6/20/2020,0,,0,0,71,84,64,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",6/21/2020,0,,0,0,75,89,62,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",6/22/2020,0,,0,0,81,91,70,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",6/23/2020,0,,0,0,80,89,72,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",6/24/2020,0,,0,0,79,88,70,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/25/2020,0,,0,0,77,86,71,25
USW00013722,"RALEIGH AIRPORT, NC US",6/26/2020,0,,0,0,78,89,63,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",6/27/2020,0,,0,0,78,91,66,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",6/28/2020,0.06,,0,0,79,91,70,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/29/2020,0,,0,0,79,91,72,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/30/2020,0.21,,0,0,80,92,70,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",7/1/2020,0,,0,0,77,90,69,25
USW00013722,"RALEIGH AIRPORT, NC US",7/2/2020,0,,0,0,80,90,70,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",7/3/2020,0,,0,0,80,94,66,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",7/4/2020,0.07,,0,0,81,94,68,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",7/5/2020,0.4,,0,0,79,92,70,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",7/6/2020,0,,0,0,79,92,68,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",7/7/2020,0,,0,0,78,87,71,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",7/8/2020,0,,0,0,78,89,74,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",7/9/2020,0,,0,0,80,90,73,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",7/10/2020,0.25,,0,0,81,95,71,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",7/11/2020,0.02,,0,0,81,92,70,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",7/12/2020,0,,0,0,81,93,67,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",7/13/2020,0.08,,0,0,81,92,68,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",7/14/2020,0,,0,0,80,95,68,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",7/15/2020,0,,0,0,83,94,71,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",7/16/2020,0,,0,0,83,94,74,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",7/17/2020,0.96,,0,0,82,95,73,27.77777778
USW00013722,"RALEIGH AIRPORT, NC US",7/18/2020,0,,0,0,80,94,72,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",7/19/2020,0,,0,0,82,95,72,27.77777778
USW00013722,"RALEIGH AIRPORT, NC US",7/20/2020,0,,0,0,87,97,76,30.55555556
USW00013722,"RALEIGH AIRPORT, NC US",7/21/2020,0,,0,0,85,97,74,29.44444444
USW00013722,"RALEIGH AIRPORT, NC US",7/22/2020,0,,0,0,85,96,73,29.44444444
USW00013722,"RALEIGH AIRPORT, NC US",7/23/2020,0.36,,0,0,83,95,73,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",7/24/2020,0.01,,0,0,78,90,72,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",7/25/2020,0.38,,0,0,78,94,71,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",7/26/2020,0,,0,0,82,95,73,27.77777778
USW00013722,"RALEIGH AIRPORT, NC US",7/27/2020,0,,0,0,85,96,74,29.44444444
USW00013722,"RALEIGH AIRPORT, NC US",7/28/2020,1.03,,0,0,84,97,73,28.88888889
USW00013722,"RALEIGH AIRPORT, NC US",7/29/2020,0.59,,0,0,77,92,72,25
USW00013722,"RALEIGH AIRPORT, NC US",7/30/2020,0,,0,0,79,89,72,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",7/31/2020,0,,0,0,84,92,77,28.88888889
USW00013722,"RALEIGH AIRPORT, NC US",8/1/2020,0,,0,0,83,94,75,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",8/2/2020,0,,0,0,83,94,75,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",8/3/2020,1.01,,0,0,80,84,71,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/4/2020,1.64,,0,0,76,88,69,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",8/5/2020,0,,0,0,80,89,71,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/6/2020,0.06,,0,0,78,87,72,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",8/7/2020,0.01,,0,0,78,89,72,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",8/8/2020,0,,0,0,79,90,71,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",8/9/2020,0.02,,0,0,79,92,70,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",8/10/2020,0,,0,0,79,89,71,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",8/11/2020,0,,0,0,80,90,71,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/12/2020,0,,0,0,82,91,72,27.77777778
USW00013722,"RALEIGH AIRPORT, NC US",8/13/2020,0.06,,0,0,81,90,73,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",8/14/2020,0.63,,0,0,79,89,72,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",8/15/2020,1.38,,0,0,76,87,71,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",8/16/2020,0.02,,0,0,71,79,67,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/17/2020,0.11,,0,0,73,86,64,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",8/18/2020,0,,0,0,75,87,65,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",8/19/2020,1.07,,0,0,74,87,66,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",8/20/2020,0,,0,0,75,85,68,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",8/21/2020,0,,0,0,77,84,71,25
USW00013722,"RALEIGH AIRPORT, NC US",8/22/2020,0.01,,0,0,77,86,73,25
USW00013722,"RALEIGH AIRPORT, NC US",8/23/2020,0,,0,0,79,89,72,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",8/24/2020,0,,0,0,79,86,74,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",8/25/2020,0,,0,0,81,91,73,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",8/26/2020,0,,0,0,80,89,71,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/27/2020,0,,0,0,81,93,71,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",8/28/2020,0,,0,0,83,92,76,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",8/29/2020,0.03,,0,0,82,87,77,27.77777778
USW00013722,"RALEIGH AIRPORT, NC US",8/30/2020,0,,0,0,80,88,69,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/31/2020,2.3,,0,0,78,90,74,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",9/1/2020,0.01,,0,0,76,82,73,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",9/2/2020,0,,0,0,80,92,72,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",9/3/2020,0,,0,0,84,93,76,28.88888889
USW00013722,"RALEIGH AIRPORT, NC US",9/4/2020,0,,0,0,83,92,73,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",9/5/2020,0,,0,0,76,81,61,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",9/6/2020,0,,0,0,69,82,57,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",9/7/2020,0,,0,0,69,83,57,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",9/8/2020,0.03,,0,0,71,84,62,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",9/9/2020,0.03,,0,0,75,82,72,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",9/10/2020,0,,0,0,78,88,74,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",9/11/2020,0.05,,0,0,79,88,73,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",9/12/2020,0.01,,0,0,75,80,68,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",9/13/2020,0,,0,0,73,85,64,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",9/14/2020,0,,0,0,75,85,66,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",9/15/2020,0,,0,0,68,75,59,20
USW00013722,"RALEIGH AIRPORT, NC US",9/16/2020,0,,0,0,66,79,56,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",9/17/2020,2.08,,0,0,70,73,68,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",9/18/2020,0.1,,0,0,70,75,64,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",9/19/2020,0,,0,0,62,66,51,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",9/20/2020,0,,0,0,59,70,51,15
USW00013722,"RALEIGH AIRPORT, NC US",9/21/2020,0,,0,0,58,68,48,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",9/22/2020,0,,0,0,56,72,44,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",9/23/2020,0,,0,0,60,73,50,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",9/24/2020,0.11,,0,0,63,72,58,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",9/25/2020,1.9,,0,0,64,69,61,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",9/26/2020,0,,0,0,67,73,59,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",9/27/2020,0,,0,0,67,79,58,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",9/28/2020,0.01,,0,0,71,83,63,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",9/29/2020,0.68,,0,0,75,85,59,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",9/30/2020,0,,0,0,62,72,53,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",10/1/2020,0,,0,0,65,81,53,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",10/2/2020,0,,0,0,65,71,49,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",10/3/2020,0,,0,0,57,72,46,13.88888889
USW00013722,"RALEIGH AIRPORT, NC US",10/4/2020,0,,0,0,56,68,48,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",10/5/2020,0,,0,0,58,74,47,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",10/6/2020,0,,0,0,60,78,48,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",10/7/2020,0,,0,0,67,83,57,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",10/8/2020,0,,0,0,70,83,58,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",10/9/2020,0,,0,0,64,72,56,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",10/10/2020,0.7,,0,0,66,75,62,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",10/11/2020,0.79,,0,0,67,68,64,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",10/12/2020,0,,0,0,69,73,64,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",10/13/2020,0,,0,0,68,82,54,20
USW00013722,"RALEIGH AIRPORT, NC US",10/14/2020,0,,0,0,63,76,51,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",10/15/2020,0,,0,0,64,80,53,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",10/16/2020,0.79,,0,0,65,70,55,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",10/17/2020,0,,0,0,55,64,46,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",10/18/2020,0,,0,0,53,70,40,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",10/19/2020,0,,0,0,60,75,51,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",10/20/2020,0,,0,0,64,80,53,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",10/21/2020,0,,0,0,70,83,63,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",10/22/2020,0,,0,0,69,81,59,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",10/23/2020,0,,0,0,67,80,57,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",10/24/2020,0,,0,0,70,83,60,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",10/25/2020,0.1,,0,0,63,68,51,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",10/26/2020,0.02,,0,0,56,73,50,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",10/27/2020,0,,0,0,62,77,53,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",10/28/2020,0.05,,0,0,64,72,57,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",10/29/2020,0.01,,0,0,73,82,68,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",10/30/2020,0.28,,0,0,67,74,48,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",10/31/2020,0,,0,0,52,60,44,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",11/1/2020,0.38,,0,0,53,63,48,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",11/2/2020,0,,0,0,48,54,35,8.888888889
USW00013722,"RALEIGH AIRPORT, NC US",11/3/2020,0,,0,0,47,66,33,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",11/4/2020,0,,0,0,51,70,37,10.55555556
USW00013722,"RALEIGH AIRPORT, NC US",11/5/2020,0,,0,0,54,74,40,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",11/6/2020,0,,0,0,60,75,50,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",11/7/2020,0,,0,0,64,77,54,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",11/8/2020,0,,0,0,64,79,52,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",11/9/2020,0,,0,0,65,76,53,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",11/10/2020,0,,0,0,65,79,54,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",11/11/2020,0.23,,0,0,72,78,68,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",11/12/2020,2.94,,0,0,68,71,59,20
USW00013722,"RALEIGH AIRPORT, NC US",11/13/2020,0,,0,0,58,67,51,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",11/14/2020,0,,0,0,54,66,43,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",11/15/2020,0,,0,0,61,76,51,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",11/16/2020,0,,0,0,59,63,43,15
USW00013722,"RALEIGH AIRPORT, NC US",11/17/2020,0,,0,0,48,62,35,8.888888889
USW00013722,"RALEIGH AIRPORT, NC US",11/18/2020,0,,0,0,42,52,31,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",11/19/2020,0,,0,0,40,57,28,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",11/20/2020,0,,0,0,47,69,31,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",11/21/2020,0,,0,0,55,73,41,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",11/22/2020,0,,0,0,55,70,41,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",11/23/2020,0.01,,0,0,58,63,40,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",11/24/2020,0,,0,0,43,55,32,6.111111111
USW00013722,"RALEIGH AIRPORT, NC US",11/25/2020,0,,0,0,49,67,37,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",11/26/2020,0.02,,0,0,64,68,55,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",11/27/2020,0,,0,0,59,67,49,15
USW00013722,"RALEIGH AIRPORT, NC US",11/28/2020,0,,0,0,55,67,41,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",11/29/2020,0.54,,0,0,49,63,36,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",11/30/2020,1.17,,0,0,62,69,46,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",12/1/2020,0,,0,0,45,47,32,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",12/2/2020,0,,0,0,39,53,29,3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",12/3/2020,0,,0,0,39,58,26,3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",12/4/2020,0.31,,0,0,50,65,39,10
USW00013722,"RALEIGH AIRPORT, NC US",12/5/2020,0.08,,0,0,53,57,37,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",12/6/2020,0,,0,0,42,55,28,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",12/7/2020,0.35,,0,0,41,44,35,5
USW00013722,"RALEIGH AIRPORT, NC US",12/8/2020,0,,0,0,37,48,27,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",12/9/2020,0,,0,0,37,53,26,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",12/10/2020,0,,0,0,44,61,31,6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",12/11/2020,0,,0,0,50,68,35,10
USW00013722,"RALEIGH AIRPORT, NC US",12/12/2020,0,,0,0,52,65,44,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",12/13/2020,0.07,,0,0,59,69,50,15
USW00013722,"RALEIGH AIRPORT, NC US",12/14/2020,1.12,,0,0,53,59,37,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",12/15/2020,0,,0,0,38,45,29,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",12/16/2020,0.94,,0,0,36,39,35,2.222222222
USW00013722,"RALEIGH AIRPORT, NC US",12/17/2020,0,,0,0,40,52,35,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",12/18/2020,0,,0,0,42,48,29,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",12/19/2020,0,,0,0,35,49,26,1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",12/20/2020,0.47,,0,0,40,46,35,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",12/21/2020,0,,0,0,46,55,42,7.777777778
USW00013722,"RALEIGH AIRPORT, NC US",12/22/2020,0,,0,0,47,56,32,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",12/23/2020,0,,0,0,40,57,27,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",12/24/2020,1.76,,0,0,56,65,49,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",12/25/2020,0.05,,0,0,42,57,26,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",12/26/2020,0,,0,0,29,41,20,-1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",12/27/2020,0,,0,0,35,51,24,1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",12/28/2020,0,,0,0,42,61,31,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",12/29/2020,0,,0,0,43,51,32,6.111111111
USW00013722,"RALEIGH AIRPORT, NC US",12/30/2020,0.06,,0,0,37,46,26,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",12/31/2020,0.41,,0,0,45,55,41,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",1/1/2021,0.65,,0,0,47,55,41,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/2/2021,0.6,,0,0,47,57,42,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/3/2021,0.93,,0,0,51,55,44,10.55555556
USW00013722,"RALEIGH AIRPORT, NC US",1/4/2021,0,,0,0,44,49,34,6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",1/5/2021,0,,0,0,37,48,29,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",1/6/2021,0,,0,0,42,51,34,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",1/7/2021,0,,0,0,37,49,27,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",1/8/2021,0.35,,0,0,38,40,35,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/9/2021,0,,0,0,38,50,28,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/10/2021,0,,0,0,37,53,25,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",1/11/2021,0.05,,0,0,37,48,27,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",1/12/2021,0.09,,0,0,44,56,34,6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",1/13/2021,0,,0,0,40,57,26,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/14/2021,0,,0,0,45,55,37,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",1/15/2021,0.24,,0,0,43,57,33,6.111111111
USW00013722,"RALEIGH AIRPORT, NC US",1/16/2021,0,,0,0,41,46,33,5
USW00013722,"RALEIGH AIRPORT, NC US",1/17/2021,0,,0,0,38,50,27,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/18/2021,0,,0,0,39,50,30,3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",1/19/2021,0,,0,0,39,57,27,3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",1/20/2021,0,,0,0,45,54,31,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",1/21/2021,0.01,,0,0,41,54,31,5
USW00013722,"RALEIGH AIRPORT, NC US",1/22/2021,0,,0,0,46,60,36,7.777777778
USW00013722,"RALEIGH AIRPORT, NC US",1/23/2021,0,,0,0,42,48,25,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",1/24/2021,0,,0,0,34,46,23,1.111111111
USW00013722,"RALEIGH AIRPORT, NC US",1/25/2021,0.37,,0,0,43,46,39,6.111111111
USW00013722,"RALEIGH AIRPORT, NC US",1/26/2021,0.37,,0,0,43,48,41,6.111111111
